% %  1. Title of Database: Abalone data
% %
% %  2. Sources:
% %
% %     (a) Original owners of database:
% %  	Marine Resources Division
% %  	Marine Research Laboratories - Taroona
% %  	Department of Primary Industry and Fisheries, Tasmania
% %  	GPO Box 619F, Hobart, Tasmania 7001, Australia
% %  	(contact: Warwick Nash +61 02 277277, wnash@dpi.tas.gov.au)
% %
% %     (b) Donor of database:
% %  	Sam Waugh (Sam.Waugh@cs.utas.edu.au)
% %  	Department of Computer Science, University of Tasmania
% %  	GPO Box 252C, Hobart, Tasmania 7001, Australia
% %
% %     (c) Date received: December 1995
% %
% %
% %  3. Past Usage:
% %
% %     Sam Waugh (1995) "Extending and benchmarking Cascade-Correlation", PhD
% %     thesis, Computer Science Department, University of Tasmania.
% %
% %     -- Test set performance (final 1044 examples, first 3133 used for training):
% %  	24.86% Cascade-Correlation (no hidden nodes)
% %  	26.25% Cascade-Correlation (5 hidden nodes)
% %  	21.5%  C4.5
% %  	 0.0%  Linear Discriminate Analysis
% %  	 3.57% k=5 Nearest Neighbour
% %        (Problem encoded as a classification task)
% %
% %     -- Data set samples are highly overlapped.  Further information is required
% %  	to separate completely using affine combinations.  Other restrictions
% %  	to data set examined.
% %
% %     David Clark, Zoltan Schreter, Anthony Adams "A Quantitative Comparison of
% %     Dystal and Backpropagation", submitted to the Australian Conference on
% %     Neural Networks (ACNN'96). Data set treated as a 3-category classification
% %     problem (grouping ring classes 1-8, 9 and 10, and 11 on).
% %
% %     -- Test set performance (3133 training, 1044 testing as above):
% %  	64%    Backprop
% %  	55%    Dystal
% %     -- Previous work (Waugh, 1995) on same data set:
% %  	61.40% Cascade-Correlation (no hidden nodes)
% %  	65.61% Cascade-Correlation (5 hidden nodes)
% %  	59.2%  C4.5
% %  	32.57% Linear Discriminate Analysis
% %  	62.46% k=5 Nearest Neighbour
% %
% %
% %  4. Relevant Information Paragraph:
% %
% %     Predicting the age of abalone from physical measurements.  The age of
% %     abalone is determined by cutting the shell through the cone, staining it,
% %     and counting the number of rings through a microscope -- a boring and
% %     time-consuming task.  Other measurements, which are easier to obtain, are
% %     used to predict the age.  Further information, such as weather patterns
% %     and location (hence food availability) may be required to solve the problem.
% %
% %     From the original data examples with missing values were removed (the
% %     majority having the predicted value missing), and the ranges of the
% %     continuous values have been scaled for use with an ANN (by dividing by 200).
% %
% %     Data comes from an original (non-machine-learning) study:
% %
% %  	Warwick J Nash, Tracy L Sellers, Simon R Talbot, Andrew J Cawthorn and
% %  	Wes B Ford (1994) "The Population Biology of Abalone (_Haliotis_
% %  	species) in Tasmania. I. Blacklip Abalone (_H. rubra_) from the North
% %  	Coast and Islands of Bass Strait", Sea Fisheries Division, Technical
% %  	Report No. 48 (ISSN 1034-3288)
% %
% %
% %  5. Number of Instances: 4177
% %
% %
% %  6. Number of Attributes: 8
% %
% %
% %  7. Attribute information:
% %
% %     Given is the attribute name, attribute type, the measurement unit and a
% %     brief description.  The number of rings is the value to predict: either
% %     as a continuous value or as a classification problem.
% %
% %  	Name		Data Type	Meas.	Description
% %  	----		---------	-----	-----------
% %  	Sex		nominal			M, F, and I (infant)
% %  	Length		continuous	mm	Longest shell measurement
% %  	Diameter	continuous	mm	perpendicular to length
% %  	Height		continuous	mm	with meat in shell
% %  	Whole weight	continuous	grams	whole abalone
% %  	Shucked weight	continuous	grams	weight of meat
% %  	Viscera weight	continuous	grams	gut weight (after bleeding)
% %  	Shell weight	continuous	grams	after being dried
% %  	Rings		integer			+1.5 gives the age in years
% %
% %     Statistics for numeric domains:
% %
% %  		Length	Diam	Height	Whole	Shucked	Viscera	Shell	Rings
% %  	Min	0.075	0.055	0.000	0.002	0.001	0.001	0.002	    1
% %  	Max	0.815	0.650	1.130	2.826	1.488	0.760	1.005	   29
% %  	Mean	0.524	0.408	0.140	0.829	0.359	0.181	0.239	9.934
% %  	SD	0.120	0.099	0.042	0.490	0.222	0.110	0.139	3.224
% %  	Correl	0.557	0.575	0.557	0.540	0.421	0.504	0.628	  1.0
% %
% %
% %  8. Missing Attribute Values: None
% %
% %
% %  9. Class Distribution:
% %
% %  	Class	Examples
% %  	-----	--------
% %  	1	1
% %  	2	1
% %  	3	15
% %  	4	57
% %  	5	115
% %  	6	259
% %  	7	391
% %  	8	568
% %  	9	689
% %  	10	634
% %  	11	487
% %  	12	267
% %  	13	203
% %  	14	126
% %  	15	103
% %  	16	67
% %  	17	58
% %  	18	42
% %  	19	32
% %  	20	26
% %  	21	14
% %  	22	6
% %  	23	9
% %  	24	2
% %  	25	1
% %  	26	1
% %  	27	2
% %  	29	1
% %  	-----	----
% %  	Total	4177s
@RELATION abalone

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE V1 {F, I, M}
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE Class {1, 2, 3}

@DATA
2661,M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,2
2662,F,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,2
2663,M,0.57,0.45,0.135,1.02,0.546,0.204,0.25,2
2665,F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,1
2666,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,1
2667,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,1
2668,F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,1
2669,M,0.59,0.47,0.15,0.861,0.413,0.164,0.249,1
2670,M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,2
2672,F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,1
2673,M,0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,2
2675,M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,2
2676,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,2
2677,F,0.615,0.475,0.17,1.055,0.543,0.246,0.2345,2
2678,M,0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,1
2680,M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,2
2681,M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,2
2682,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,2
2683,M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,3
2684,F,0.625,0.49,0.155,1.115,0.484,0.277,0.3095,2
2685,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,2
2686,M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,3
2688,M,0.63,0.465,0.15,1.027,0.537,0.188,0.176,1
2689,M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,2
2690,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,2
2693,M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,2
2694,F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,2
2695,M,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,2
2696,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,2
2697,M,0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,2
2698,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,2
2699,M,0.67,0.5,0.2,1.269,0.576,0.2985,0.351,3
2700,M,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,3
2701,F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,3
2702,M,0.68,0.52,0.165,1.4775,0.724,0.279,0.406,3
2703,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,3
2704,M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,2
2705,M,0.7,0.55,0.2,1.523,0.693,0.306,0.4405,3
2706,F,0.725,0.53,0.19,1.7315,0.83,0.398,0.405,3
2707,M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,2
2710,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,3
2711,I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,1
2714,I,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,1
2715,I,0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,1
2716,I,0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,1
2718,I,0.355,0.255,0.08,0.187,0.078,0.0505,0.058,1
2719,I,0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,1
2720,I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,1
2722,I,0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,1
2723,I,0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,1
2725,I,0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,1
2726,I,0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,1
2727,I,0.405,0.305,0.1,0.271,0.0965,0.061,0.091,1
2728,I,0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,1
2729,I,0.405,0.305,0.1,0.268,0.1145,0.053,0.085,1
2731,I,0.41,0.315,0.1,0.3,0.124,0.0575,0.1,1
2732,I,0.41,0.325,0.11,0.326,0.1325,0.075,0.101,1
2733,I,0.415,0.335,0.1,0.358,0.169,0.067,0.105,1
2734,I,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,1
2735,I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,1
2736,I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,1
2737,I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,2
2738,M,0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,1
2740,I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,1
2741,I,0.46,0.35,0.1,0.471,0.252,0.077,0.123,1
2742,I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,1
2743,I,0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,1
2744,M,0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,3
2745,I,0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,1
2747,I,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,2
2749,I,0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,2
2750,I,0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,1
2751,F,0.515,0.395,0.135,0.516,0.2015,0.132,0.162,2
2752,M,0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,1
2753,I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,1
2754,I,0.525,0.385,0.13,0.607,0.2355,0.125,0.195,1
2755,F,0.525,0.415,0.15,0.7055,0.329,0.147,0.199,2
2757,I,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,2
2758,M,0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,2
2759,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,1
2760,I,0.55,0.43,0.145,0.712,0.3025,0.152,0.225,2
2761,I,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,2
2763,I,0.55,0.425,0.135,0.656,0.257,0.17,0.203,2
2764,I,0.55,0.465,0.15,0.936,0.481,0.174,0.2435,2
2765,I,0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,3
2767,I,0.56,0.44,0.14,0.825,0.402,0.139,0.245,2
2768,I,0.56,0.435,0.135,0.72,0.329,0.103,0.251,3
2769,I,0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,3
2770,F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,2
2772,M,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,2
2773,F,0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,3
2774,F,0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,2
2775,I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,2
2776,M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,2
2777,I,0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,2
2778,F,0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,1
2779,M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,2
2780,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,2
2781,M,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,2
2782,M,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,1
2783,M,0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,3
2784,M,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,2
2786,M,0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,2
2787,F,0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,3
2789,F,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,2
2790,F,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,2
2791,M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,2
2792,M,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,2
2793,M,0.63,0.505,0.175,1.221,0.555,0.252,0.34,3
2794,F,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,2
2796,M,0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,2
2797,M,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,3
2798,M,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,2
2799,M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,2
2800,F,0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,3
2801,M,0.64,0.515,0.08,1.042,0.515,0.1755,0.175,2
2803,M,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,3
2804,F,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,2
2805,F,0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,3
2806,F,0.675,0.525,0.17,1.711,0.8365,0.352,0.475,2
2807,M,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,3
2808,F,0.705,0.54,0.205,1.757,0.8265,0.417,0.461,2
2809,M,0.71,0.565,0.2,1.601,0.706,0.321,0.45,3
2810,M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,2
2811,M,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,2
2812,I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,1
2813,I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,1
2814,I,0.275,0.2,0.055,0.0925,0.038,0.021,0.026,1
2815,I,0.32,0.235,0.09,0.183,0.098,0.0335,0.042,1
2816,I,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,1
2817,I,0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,1
2819,I,0.375,0.265,0.095,0.196,0.085,0.042,0.0585,1
2820,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,1
2821,I,0.39,0.29,0.09,0.2625,0.117,0.054,0.077,1
2823,I,0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,1
2824,I,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,1
2827,I,0.5,0.375,0.12,0.529,0.2235,0.123,0.16,1
2828,M,0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,2
2829,I,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,1
2830,F,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,2
2831,M,0.535,0.405,0.14,0.818,0.402,0.1715,0.189,1
2833,F,0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,2
2834,F,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,1
2835,M,0.57,0.42,0.14,0.8745,0.416,0.165,0.25,1
2836,M,0.58,0.445,0.16,0.984,0.49,0.201,0.27,2
2837,F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,1
2838,M,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,2
2839,F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,2
2840,M,0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,2
2842,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,2
2843,M,0.6,0.45,0.16,1.142,0.539,0.225,0.307,2
2844,M,0.605,0.475,0.19,1.1255,0.59,0.247,0.26,2
2846,M,0.625,0.475,0.175,1.3405,0.656,0.283,0.337,2
2848,F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,2
2849,M,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,2
2850,M,0.63,0.485,0.16,1.243,0.623,0.275,0.3,2
2852,F,0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,2
2855,F,0.655,0.515,0.155,1.309,0.524,0.346,0.385,3
2856,F,0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,3
2860,F,0.72,0.55,0.18,1.52,0.637,0.325,0.435,2
2861,F,0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,3
2862,M,0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,2
2863,M,0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,3
2864,I,0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,1
2865,I,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,1
2866,I,0.32,0.205,0.08,0.181,0.088,0.034,0.0495,1
2867,I,0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,1
2868,I,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,1
2869,I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.058,1
2870,I,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,1
2872,I,0.4,0.315,0.09,0.3245,0.151,0.073,0.088,1
2873,I,0.41,0.305,0.095,0.2625,0.1,0.0515,0.09,1
2875,I,0.435,0.335,0.095,0.298,0.109,0.058,0.115,1
2876,I,0.445,0.31,0.09,0.336,0.1555,0.09,0.0855,1
2877,I,0.46,0.36,0.14,0.447,0.161,0.087,0.16,2
2879,I,0.47,0.385,0.13,0.587,0.264,0.117,0.174,1
2880,I,0.475,0.375,0.11,0.494,0.211,0.109,0.1545,1
2881,I,0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,1
2882,I,0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,2
2887,I,0.51,0.4,0.145,0.5775,0.231,0.143,0.177,2
2888,I,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,1
2889,I,0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,1
2894,I,0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,3
2896,I,0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,1
2897,I,0.545,0.43,0.15,0.742,0.3525,0.158,0.208,2
2899,I,0.55,0.425,0.13,0.664,0.2695,0.163,0.21,1
2901,I,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,1
2902,I,0.56,0.435,0.13,0.777,0.354,0.173,0.222,2
2903,F,0.575,0.425,0.15,0.8765,0.455,0.18,0.228,1
2904,I,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,2
2907,M,0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,2
2908,F,0.58,0.45,0.17,0.9705,0.4615,0.232,0.248,2
2909,F,0.58,0.45,0.15,0.92,0.393,0.212,0.2895,2
2910,M,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,3
2911,F,0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,3
2912,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,2
2913,M,0.59,0.5,0.15,1.142,0.485,0.265,0.345,2
2914,I,0.59,0.46,0.125,0.755,0.334,0.15,0.238,2
2916,M,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,2
2917,M,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,2
2918,I,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253,2
2919,F,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,2
2920,M,0.6,0.45,0.195,1.34,0.617,0.3255,0.3605,2
2921,F,0.6,0.45,0.15,0.9625,0.4375,0.2225,0.2775,2
2923,F,0.605,0.495,0.17,1.0915,0.4365,0.2715,0.335,3
2924,M,0.605,0.49,0.18,1.167,0.457,0.29,0.3745,2
2925,I,0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,2
2926,I,0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,3
2931,F,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,2
2932,M,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,2
2933,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,2
2934,F,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,2
2935,M,0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745,2
2936,M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,3
2937,M,0.625,0.515,0.165,1.217,0.667,0.2065,0.3115,2
2938,F,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,3
2939,F,0.625,0.49,0.145,0.92,0.437,0.1735,0.28,2
2940,M,0.625,0.49,0.12,0.8765,0.456,0.18,0.233,2
2941,F,0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885,2
2943,F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,2
2944,M,0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348,1
2948,F,0.635,0.5,0.19,1.29,0.593,0.3045,0.352,1
2950,M,0.64,0.505,0.18,1.297,0.59,0.3125,0.363,3
2951,M,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,3
2952,F,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,3
2953,F,0.645,0.52,0.17,1.197,0.526,0.2925,0.317,3
2955,M,0.65,0.52,0.195,1.676,0.693,0.44,0.47,3
2957,F,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,3
2959,F,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,3
2960,F,0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605,2
2961,F,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,2
2962,I,0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,2
2963,F,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,3
2964,M,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,2
2967,M,0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,3
2969,M,0.685,0.505,0.19,1.533,0.667,0.4055,0.41,2
2970,M,0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,3
2972,M,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,3
2973,M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,3
2975,I,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,1
2976,I,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,1
2977,I,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,1
2978,M,0.485,0.365,0.155,1.029,0.4235,0.2285,0.313,1
2979,M,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,1
2980,I,0.5,0.37,0.115,0.5745,0.306,0.112,0.141,1
2981,F,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,1
2982,F,0.51,0.37,0.21,1.183,0.508,0.292,0.343,2
2983,F,0.525,0.41,0.135,0.7905,0.4065,0.198,0.177,1
2984,F,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,2
2985,I,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,1
2986,M,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,3
2987,M,0.555,0.405,0.19,1.406,0.6115,0.342,0.389,2
2988,M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,2
2990,F,0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925,2
2992,I,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,1
2993,F,0.595,0.43,0.21,1.5245,0.653,0.396,0.41,3
2994,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,2
2995,M,0.61,0.485,0.17,1.281,0.597,0.3035,0.33,2
2996,F,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,2
2997,F,0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,2
2998,F,0.635,0.51,0.17,1.2235,0.532,0.271,0.354,2
2999,F,0.635,0.525,0.18,1.3695,0.634,0.318,0.363,3
3000,M,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,2
3001,M,0.64,0.495,0.165,1.307,0.678,0.292,0.266,3
3002,M,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,2
3003,F,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,2
3004,F,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,3
3005,M,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,3
3008,F,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,3
3009,I,0.255,0.185,0.065,0.074,0.0305,0.0165,0.02,1
3010,I,0.375,0.26,0.08,0.2075,0.09,0.0415,0.07,1
3012,I,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,1
3013,I,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,1
3014,I,0.395,0.3,0.09,0.253,0.1155,0.05,0.075,1
3015,I,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,1
3016,I,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,1
3017,I,0.435,0.325,0.105,0.335,0.136,0.065,0.115,1
3018,I,0.44,0.32,0.105,0.3875,0.1755,0.074,0.12,2
3019,I,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,1
3020,I,0.45,0.34,0.125,0.4045,0.171,0.07,0.1345,1
3021,I,0.455,0.355,0.105,0.372,0.138,0.0765,0.135,2
3022,I,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,1
3023,I,0.47,0.375,0.125,0.5225,0.2265,0.104,0.162,1
3024,I,0.475,0.375,0.11,0.456,0.182,0.099,0.16,2
3026,I,0.495,0.375,0.115,0.507,0.241,0.103,0.15,1
3027,I,0.5,0.38,0.135,0.5285,0.226,0.123,0.209,1
3028,I,0.515,0.385,0.125,0.572,0.237,0.1435,0.165,1
3029,I,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,3
3032,I,0.535,0.42,0.145,0.6885,0.273,0.1515,0.237,2
3033,M,0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159,1
3035,I,0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,2
3038,I,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,2
3039,M,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,2
3040,F,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,2
3041,M,0.575,0.47,0.15,0.9785,0.4505,0.196,0.276,2
3042,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,1
3045,F,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,2
3047,M,0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,2
3048,I,0.59,0.47,0.145,0.974,0.453,0.236,0.289,1
3049,M,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,2
3050,M,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,3
3051,M,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,2
3052,F,0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,2
3053,F,0.6,0.45,0.14,0.869,0.3425,0.195,0.291,3
3054,M,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,3
3055,F,0.61,0.495,0.16,1.089,0.469,0.198,0.384,3
3056,M,0.615,0.485,0.215,0.9615,0.422,0.176,0.29,3
3057,M,0.615,0.49,0.17,1.145,0.4915,0.208,0.343,3
3059,F,0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,3
3060,M,0.63,0.515,0.175,1.1955,0.492,0.247,0.37,3
3061,M,0.63,0.495,0.18,1.31,0.495,0.295,0.4695,2
3062,F,0.635,0.505,0.165,1.251,0.577,0.227,0.3825,3
